,ID,Headline,Valence,Anger,Disgust,Fear,Joy,Sadness,Surprise
782,1282,Madrid bombings trial begins,-17,1,0,46,34,36,13
783,1283,Fight starts over HPV vaccine,-6,14,22,10,14,11,11
784,1284,Autos drive European gains,61,0,0,1,48,0,19
785,1285,James Brown's partner can get her things,22,0,0,2,21,6,4
786,1286,Auto show canceled,-45,0,0,0,2,35,17
787,1287,UK luxury maker Burberry: 'Made in China'?,-11,0,1,0,0,3,30
788,1288,On-the-job naps might cut heart risk,51,0,0,4,43,0,42
789,1289,"No. 1 Florida survives Rupp Arena, streak hits 16",41,0,0,0,39,0,6
790,1290,J.K. Rowling marks spot of 'Potter's' end,-19,0,0,2,6,36,21
791,1291,Gronholm takes a commanding lead,45,0,0,0,37,0,6
792,1292,Howard slams Obama on Iraq policy,-44,29,18,9,1,8,12
793,1293,Manila hints at ransom approval,-6,3,1,8,0,16,11
794,1294,Champion Murray too good for Kim,1,0,4,0,8,3,7
795,1295,"G7: Yen skates by, yuan singled out",-6,2,0,4,8,15,6
796,1296,Gunman 'was Srebrenica survivor',-13,4,0,19,7,17,30
797,1297,Cutting through the clutter to get things done,-6,0,3,9,21,9,14
798,1298,Mother: Lohan is doing 'great' in rehab,52,2,0,10,47,17,19
799,1299,Who's going to win at the Grammys?,29,0,0,1,31,0,20
800,1300,"Libby defense upsets judge, rests",-40,9,13,7,0,12,31
801,1301,Breakup rings find new homes,4,0,0,2,17,31,10
802,1302,Gronholm ahead as Solberg crashes,26,0,0,0,37,11,9
803,1303,'Norbit' a waste of Murphy,-39,0,8,0,0,20,6
804,1304,Rocky start for Bangkok airport,-2,0,0,8,19,14,20
805,1305,12 dead in Lebanese minibus bombings,-92,11,0,61,0,87,9
806,1306,Sex torture claims hit Russia army,-71,25,45,21,0,35,20
807,1307,Mega-marsupials once roamed Australia,15,0,0,2,7,4,52
808,1308,Rupert Murdoch's secret TiVo,11,0,0,3,3,0,23
809,1309,"UPDATE 1-Plane crashes at Moscow airport, no passengers",-44,3,0,42,16,50,29
810,1310,HPV vaccination stirs heated debate in America,-41,30,0,20,6,10,38
811,1311,Court TV: Accused killer tells jury a love story,-16,8,17,16,3,14,45
812,1312,Whistle-blowing Web site exposed,14,0,0,7,22,7,37
813,1313,"Start late, retire rich",39,0,0,0,32,1,32
814,1314,Somali PM vows to bring Islamists to justice,7,30,17,15,18,17,4
815,1315,Swingers more common than most think,1,0,3,5,8,11,29
816,1316,Anna Nicole Smith fans mourn in cyberspace,-71,3,0,0,0,70,7
817,1317,Antibiotic Ketek more dangerous than thought,-52,9,0,56,0,8,44
818,1318,Time to book your cruise,32,0,0,0,45,0,19
819,1319,'Blazing Angels' for PS3 fails to soar,-49,0,0,12,4,42,12
820,1320,North Korea aid demand stall talks,-35,7,0,12,0,29,13
821,1321,Cartoon Network head steps down,-44,0,0,13,4,43,28
822,1322,Malaysia aggressively wooing tourists,43,1,0,4,49,0,27
823,1323,Anna Nicole Smith's Bahamas home seized,-51,2,5,9,1,49,19
824,1324,Andromeda involved in galactic collision,-30,0,0,19,0,27,48
825,1325,Rwanda mulling 3-kid limit for families,12,0,0,5,36,13,32
826,1326,Wilkinson sets record in tame win,67,0,0,0,57,0,18
827,1327,Army engineers say dam safe,38,0,0,12,43,0,16
828,1328,France: Al Qaeda suspects arrested,-1,8,4,43,31,12,17
829,1329,Utah gunman survived Srebrenica,-3,7,9,10,15,12,13
830,1330,Creating a whole album in a month?,33,0,0,0,22,0,42
831,1331,India to test new nuclear missile,-78,10,4,71,0,24,22
832,1332,G7 to China: Ease exchange rate grip,26,4,3,10,0,13,15
833,1333,Hatton hands back IBF title again,-7,2,5,0,17,16,7
834,1334,"Bernanke: Economy healthy, but...",-16,0,0,16,8,9,12
835,1335,"Mickelson, Sutherland share lead",44,0,0,0,37,0,6
836,1336,"Napping is good for your heart, study finds",60,0,0,0,51,0,42
837,1337,Princess Masako author: No regrets,21,0,0,0,10,3,11
838,1338,Students use IM-lingo in essays,-21,0,7,8,1,10,38
839,1339,Malaysia launches tourism campaign,64,0,0,0,54,0,27
840,1340,Study: Africa's Internet gap getting wider,-56,2,0,7,0,52,12
841,1341,Travel chaos as heavy snow hits UK,-62,4,7,32,0,28,20
842,1342,Paula Abdul: 'I have never been drunk',4,1,4,0,6,1,24
843,1343,Salmonella outbreak traced to peanut butter,-68,4,0,70,0,16,19
844,1344,Putin: U.S. force fostering nuke ambitions,-60,27,0,43,0,13,11
845,1345,"Nuke detectors to ring New York, official says",-30,0,0,45,12,8,12
846,1346,Double bus-bombing kills three in Lebanon,-90,10,0,65,0,81,20
847,1347,Davydenko out as seeds scattered,-15,0,0,2,8,16,19
848,1348,Obama: I'm running for president,34,0,0,0,31,0,20
849,1349,Paterson boots Scotland to victory,59,0,0,0,58,0,9
850,1350,"African-Americans are organ donors these days, but what about bone marrow?",2,0,0,14,13,12,25
851,1351,Study: On-the-job naps might help heart,60,0,0,2,44,0,40
852,1352,"Guinea capital largely calm under curfew, marital law",-6,0,0,40,21,9,20
853,1353,Bosses sleeping on idea of letting workers take naps,7,0,0,3,20,10,39
854,1354,Teacher's porn conviction sparks tech debate,-46,29,42,16,0,18,30
855,1355,Singapore pampers its waterfront promenade,51,0,0,0,44,0,19
856,1356,Rwanda mulls three-child limit,7,0,0,3,24,14,32
857,1357,Samsung settles price-fixing lawsuit,26,5,5,7,29,8,13
858,1358,"Radical cleric al-Sadr in Iran, U.S. insists",-52,14,12,35,0,18,24
859,1359,Reports: Harvard set to name first female president,65,0,0,0,60,4,33
860,1360,Iraq unveils new security plans,1,0,4,33,15,12,34
861,1361,University offers support to New Orleans school,60,0,0,0,54,0,20
862,1362,"Storm causes slick, icy roads",-51,2,4,39,0,21,5
863,1363,South Korea fire kills 10 foreigners,-82,0,1,40,0,75,27
864,1364,Prehistoric lovers found locked in eternal embrace,48,0,0,0,45,12,48
865,1365,Charts: Is your city lean or lethargic?,4,0,0,4,5,4,9
866,1366,Peru leader questioned in massacre probe,-35,28,17,19,14,30,14
867,1367,U.S. commander: Iraq not hopeless,23,7,10,12,34,12,20
868,1368,Australian PM stands by Obama attack,-10,1,8,4,16,7,15
869,1369,Mardi Gras rebound in the offing for New Orleans?,44,2,0,3,47,3,27
870,1370,Siestas may cut heart disease risk,66,0,0,4,54,2,30
871,1371,"Oregon snorkeler mistaken for rodent, shot in face",-82,8,0,22,0,73,26
872,1372,Petraeus takes command in Iraq,-14,11,5,21,8,5,8
873,1373,6 dead after Utah Mall shooting rampage,-88,36,0,43,0,76,22
874,1374,Sharks kill four people in 'dull' year,-84,3,0,41,0,67,23
875,1375,Record-shattering day on Wall St.,67,0,0,0,52,0,29
876,1376,Comedian says government silences critics,-15,4,11,6,7,13,11
877,1377,Rockers big winners at Brit Awards,73,0,0,0,64,0,13
878,1378,Samba school leader killed before Rio carnival,-81,13,0,34,4,83,25
879,1379,"Taiwan's 'Mr. Clean' indicted, steps down",-38,0,8,4,12,41,26
880,1380,Woman fights to keep drunken driver in jail,-20,54,15,17,25,6,19
881,1381,Al Qaeda group calls for attacks on U.S. oil,-84,49,10,78,0,15,20
882,1382,Cousin: Gunman was Srebrenica survivor,-14,9,2,13,15,16,13
883,1383,Turkmenistan votes for president,48,0,0,0,33,0,11
884,1384,Here is some advice to take to heart...,21,0,0,0,12,0,17
885,1385,10 don't-miss tax breaks,3,0,0,4,6,2,6
886,1386,Police break up Kosovo protests,-39,37,0,10,20,17,10
887,1387,Messi makes Barcelona squad return,4,0,0,0,14,13,13
888,1388,Jump reported in accidental drug-overdose deaths,-78,3,0,21,0,77,23
889,1389,Catania punished for fan violence,-53,27,0,11,0,44,13
890,1390,Isinbayeva sets 20th world record,78,0,0,0,69,0,31
891,1391,Lawmakers blast FDA drug safety oversight,-24,31,9,15,14,26,14
892,1392,Regular naps make hearts healthy,54,0,0,2,47,0,41
893,1393,Ice stops trolleys cold,-33,0,0,9,0,29,0
894,1394,U.S. gunman 'was Srebrenica survivor',-3,7,9,14,12,18,27
895,1395,Outdated baby food found on shelves,-74,9,37,14,0,33,21
896,1396,Tow truck drivers accused of stealing cars,-59,17,28,13,0,17,11
897,1397,Bush: It's time for Congress to back energy plan,7,7,11,15,21,13,2
898,1398,UK soldiers cleared of Iraq abuse,28,2,10,6,33,5,12
899,1399,FDA revises label warnings on the antibiotic Ketek,21,11,5,19,34,8,17
900,1400,Toshiba Portege R400,7,0,0,0,7,0,7
901,1401,South Africa mourns Adelaide Tambo,-61,0,0,0,0,76,7
902,1402,Evacuees can return home after plant blast,54,6,0,14,51,16,15
903,1403,Anna Nicole Smith's body lies in legal limbo,-64,0,0,0,0,68,18
904,1404,Former teacher poses for Playboy,-7,4,15,0,17,12,34
905,1405,France rejects Rwandan investigators,-61,30,5,13,0,25,19
906,1406,A nap a day may keep the heart doctor away,51,0,0,2,40,0,44
907,1407,"Higley, Gonzalez lead in Malaysia",21,3,4,5,25,10,12
908,1408,Grammys ready to name winners,50,0,0,0,40,0,18
909,1409,Pound will not drop Armstrong case,-15,9,0,4,5,3,9
910,1410,Reunited Police to start world tour in May,48,0,0,0,39,0,7
911,1411,Turkmen acting leader sworn in as new president,43,0,0,0,33,0,13
912,1412,Allen and Okur get All-Star call,38,0,0,0,37,0,9
913,1413,Svindal claims are golden double,29,0,0,0,22,0,4
914,1414,"Trolley Square shooting leaves 6 dead, including gunman",-91,12,0,57,0,87,18
915,1415,Bridge blast stops I-95 traffic,-68,7,0,51,0,28,24
916,1416,"Mother, daughter stabbed near school",-88,5,4,49,0,74,25
917,1417,Excerpt: Politicians and the press,-6,0,11,3,0,0,0
918,1418,North Korea gets 'money and respect',38,1,0,2,24,2,12
919,1419,Beyonce in a bikini as SI's swimsuit cover model,35,4,4,2,24,5,7
920,1420,Loving with all your ... brain,42,0,0,0,32,0,40
921,1421,Shoplifters' choice: Police or T-shirt of shame,-12,17,21,8,11,11,32
922,1422,Cuban official: Web a 'wild colt',-29,0,0,18,0,8,9
923,1423,Slow 'Music and Lyrics',27,0,0,0,20,0,6
924,1424,Mexican navy helps in hunt for U.S. engineer,31,0,0,9,36,10,17
925,1425,Smith baby may not be pot of gold,-20,0,2,3,5,19,16
926,1426,Latest updates on world's top stories,5,0,0,2,0,0,2
927,1427,Beating leaves teen in coma,-84,44,13,31,0,82,13
928,1428,Tiempo Libre has Grammy dreams,51,0,0,0,42,0,11
929,1429,GPS sneakers locate with press of a button,32,0,1,0,22,0,34
930,1430,Embattled Edwards blogger quits campaign,-24,2,0,0,0,20,19
931,1431,Britons deported from Somalia held under Terrorism Act,-70,19,15,42,0,25,14
932,1432,Updates on world's top stories,5,0,0,2,0,0,1
933,1433,Breast cancer drug promises hope,57,0,0,10,57,8,24
934,1434,Ancient coin shows Cleopatra was no beauty,-17,0,0,0,0,0,60
935,1435,YouTube yields surprising payback,48,0,0,0,40,0,53
936,1436,Up to 22 inches of snow in forecast,-15,0,0,14,4,6,48
937,1437,Werder make 10-man Ajax pay price,17,0,3,0,22,3,6
938,1438,EU condemns 'illegal' CIA flights,-3,45,13,15,27,25,5
939,1439,Report links humans to global warming,-29,21,12,47,0,31,8
940,1440,UN nuclear watchdog slashes Iran aid,-29,22,8,10,11,15,13
941,1441,Survey: Tech a tool in teen dating abuse,-55,7,23,10,6,43,18
942,1442,The breast cancer breakthrough saving 1000 women a year,28,3,0,4,55,3,39
943,1443,"Tourist spot resists gravity, but not progress",-16,0,0,4,8,17,3
944,1444,The NFL's 20 biggest potential free agents,32,0,0,0,28,0,9
945,1445,World tourism sets record in 2006,67,0,0,0,55,0,21
946,1446,BA to charge $470 for an extra bag,-33,17,9,11,0,15,23
947,1447,Kuerten returns to winners' circle,54,0,0,0,41,0,17
948,1448,World's oldest newspaper now exists only online,18,0,0,4,26,30,33
949,1449,Japanese whaler afire in Antarctic,-60,8,7,13,0,40,8
950,1450,EU document: Iranian bomb unstoppable,-78,12,0,60,0,28,19
951,1451,U.S. urged to lead on 'green' actions,27,3,0,9,32,9,9
952,1452,See if your city is one of the United States' top 10 fittest or fattest,-10,5,7,13,11,11,32
953,1453,Lee in pre-World Cup injury scare,-39,0,0,33,0,21,6
954,1454,New cancer drug to save a thousand lives a year,70,3,0,5,65,5,42
955,1455,Ex-teacher guilty in nude-pictures scheme,-67,17,68,15,0,15,30
956,1456,Fire extinguisher part of Tennessee execution kit,-17,8,24,12,13,12,31
957,1457,Founder returns to Dell helm,45,0,0,0,38,0,23
958,1458,Charles Gibson takes over first place,49,0,0,0,43,0,16
959,1459,Ex-Border Patrol agent beaten in prison,-74,24,9,14,0,61,25
960,1460,'Made in China' irks some Burberry shoppers,-47,30,22,0,0,10,19
961,1461,Stonehenge workers' village found,39,0,0,0,17,0,55
962,1462,Who is Prince Frederic von Anhalt?,3,0,0,0,3,0,11
963,1463,Latest food-fad -- 'space potatoes',-3,0,5,9,1,9,30
964,1464,Ethiopia readies for millennium all its own,16,3,0,11,22,12,21
965,1465,Good news for slackers: Naps may cut risk for heart problems,67,0,0,3,50,1,42
966,1466,Snowbirds shortening their Florida stays,-16,5,0,9,0,26,22
967,1467,Win a (concert) date with the Police,24,0,0,10,33,6,12
968,1468,"Snow begins, heavy accumulations expected",-31,2,0,37,4,11,11
969,1469,"Jet flips in snowstorm, none dead",4,0,0,30,35,29,18
970,1470,Frantic 911 call in Ryan O'Neal case,-33,0,0,28,0,15,30
971,1471,Durant's success trumps the Gators,49,0,0,0,43,0,8
972,1472,Scientist snoops in astronauts' journals,-33,4,30,9,4,8,19
973,1473,YouTube founders split $650M payout,49,0,0,0,38,0,23
974,1474,African nation hopes Whoopi can help,44,0,0,1,35,1,12
975,1475,United hang on to six-point lead,30,0,0,2,29,2,7
976,1476,Lawyer seizes Smith's Bahamas home,-47,3,0,9,0,42,11
977,1477,Was Prince's super show too revealing?,-8,0,7,11,7,4,28
978,1478,Clijsters looks for a long goodbye,-26,0,0,6,4,33,18
979,1479,Snow's too deep even for snowmobiles,-34,2,2,29,0,15,40
980,1480,Study: Female seals picky about mates,15,0,0,0,5,0,39
981,1481,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",-60,42,3,35,0,20,18
982,1482,Study: More kids exposed to online porn,-91,35,64,44,0,28,12
983,1483,Beyonce new SI bikini cover girl,30,0,4,2,26,5,2
984,1484,"Marijuana helps ease HIV nerve pain, study says",34,0,0,9,33,12,67
985,1485,Serena misses Bangalore tournament,-44,0,0,3,0,36,11
986,1486,"Dryer blamed for fire killing 39 cats, dogs",-77,10,3,11,0,74,25
987,1487,"Roddick, Murray score in San Jose",27,0,0,0,27,0,7
988,1488,Apple trademark dispute settled,20,12,0,0,32,6,10
989,1489,U.S. online love brokers eye China,-19,0,5,6,1,21,18
990,1490,U.S. diverts troops to fight Taliban,-27,30,0,28,15,20,17
991,1491,'House of Cards' actor Ian Richardson dead,-73,0,0,7,0,81,7
992,1492,Taliban leader killed in airstrike,-22,3,0,22,29,53,14
993,1493,Escape to Prague without the summer hordes,41,0,0,0,34,0,24
994,1494,Kathmandu: First snow in 63 years,4,2,2,12,4,15,77
995,1495,Nasdaq fails in bid for LSE,-50,0,1,3,0,41,12
996,1496,Ex-pastor gets death sentence,-72,5,6,12,0,73,44
997,1497,Baby born on turnpike after dad misses exit,31,0,0,11,34,13,57
998,1498,Study links chimps and 'hammers',19,0,0,0,14,0,43
999,1499,UN-Google Earth map climate change,44,10,6,14,41,17,31
